""	"submission_name"	"submission_date"	"template_name"	"response_component"	"curation_date"	"cohort"	"age_min"	"age_max"	"age_units"	"number_subjects"	"tissue_type"	"tissue_type_term_id"	"response_component_original"	"is_model"	"response_behavior_type"	"response_behavior"	"comparison"	"baseline_time_event"	"time_point"	"time_point_units"	"exposure_material_id"	"additional_exposure_material"	"vaccine_year"	"adjuvant"	"route"	"scheduling"	"publication_reference_id"	"publication_reference_url"	"publication_date"	"signature_source"	"signature_source_url"	"comments"	"response_comp_orig_cnt"	"response_comp_cnt"	"sig_subm_id"	"sig_row_id"	"row_key"	"signature_file"	"signature_file_complete"	"target_pathogen_taxonid_1"	"target_pathogen_taxonid_2"	"target_pathogen_taxonid_3"
"subject"	""	""	""	"gene"	""	""	""	""	""	""	""	"cell_subset"	""	""	""	""	""	""	""	""	"vaccine"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"pathogen"	"pathogen"	"pathogen"
"evidence"	"label"	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"url"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"file"	"file"	""	""	""
"role"	"background"	"background"	"background"	"gene_biomarker"	"background"	"observed"	"observed"	"observed"	"observed"	"observed"	"background"	"tissue"	"observed"	"background"	"background"	"measured"	"background"	"background"	"observed"	"observed"	"vaccine"	"background"	"background"	"background"	"background"	"background"	"background"	"reference"	"background"	"background"	"background"	"background"	"observed"	"observed"	"background"	"background"	"background"	"observed"	"observed"	"pathogen"	"pathogen"	"pathogen"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	"submission name"	"submission_date"	"template_name"	"response component"	"curation date YYYY-MM-DD "	"Cohort - any characteristics of the population(s) studied, plus whether the result was taken from a subgroup of the broader cohort tested."	"age_min - age of youngest subject including both cases and controls"	"age_max - age of oldest subject including both case and controls"	"age units"	"number of subjects - count of case plus control subjects used in the measurement."	"tissue type"	"tissue (Cell Ontology)"	"response component (original gene symbol)"	"signature was derived from a computational model"	"response behavior type"	"response behavior (direction, correlation type etc.)"	"comparison (affected vs control, correlated variable, time vs baseline event etc.)"	"baseline time event"	"time point relative to baseline event at which response was measured"	"time point units"	"exposure material (vaccine ontology)"	"exposure material - additional"	"vaccine year (influenza only)"	"adjuvant"	"route"	"scheduling"	"publication reference (PMID)"	"Hoek et al. (2015) A cell-based systems biology assessment of human blood to monitor immune responses after influenza vaccination. PLoS One. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537' target='_blank'>25706537</a>"	"print publication date or posted date (YYYY-MM-DD or YYYY)"	"signature source figure, table or text section"	"signature source url"	"comments and additional details"	"response component (original) count"	"response component count"	"sequential ID of signature within a publication (PMID) and for its response_type "	"row ID of signature within its submission data file(s)"	"row key"	"response component (genes) file"	" response components including non-HGNC genes"	"target pathogen 1"	"target pathogen 2"	"target pathogen 3"
""	"hipc_vac_gene_25706537_41"	"2015.02.24"	"hipc_vac_gene_25706537_41"	"FGGY"	""	"healthy volunteers"	""	""	""	""	"neutrophil"	"CL:0000775"	"FGGY"	"N"	"gene expression"	"down"	"3d vs 0d"	"time of vaccination"	"3"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25706537"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"2015"	"S7 Dataset"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4338067/bin/pone.0118528.s007.xlsx' target='_blank'>pone.0118528.s007.xlsx</a>"	"Down-regulated DE RNA transcripts (down >= 1.5x) shared between both TIV-vaccinated donors"	"12"	"10"	"41"	"350"	"25706537_41_350"	"hipc_vac_gene_sig_25706537_41.txt"	"hipc_vac_gene_sig_complete_25706537_41.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25706537_41"	"2015.02.24"	"hipc_vac_gene_25706537_41"	"HBEGF"	""	"healthy volunteers"	""	""	""	""	"neutrophil"	"CL:0000775"	"HBEGF"	"N"	"gene expression"	"down"	"3d vs 0d"	"time of vaccination"	"3"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25706537"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"2015"	"S7 Dataset"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4338067/bin/pone.0118528.s007.xlsx' target='_blank'>pone.0118528.s007.xlsx</a>"	"Down-regulated DE RNA transcripts (down >= 1.5x) shared between both TIV-vaccinated donors"	"12"	"10"	"41"	"350"	"25706537_41_350"	"hipc_vac_gene_sig_25706537_41.txt"	"hipc_vac_gene_sig_complete_25706537_41.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25706537_41"	"2015.02.24"	"hipc_vac_gene_25706537_41"	"PHACTR1"	""	"healthy volunteers"	""	""	""	""	"neutrophil"	"CL:0000775"	"PHACTR1"	"N"	"gene expression"	"down"	"3d vs 0d"	"time of vaccination"	"3"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25706537"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"2015"	"S7 Dataset"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4338067/bin/pone.0118528.s007.xlsx' target='_blank'>pone.0118528.s007.xlsx</a>"	"Down-regulated DE RNA transcripts (down >= 1.5x) shared between both TIV-vaccinated donors"	"12"	"10"	"41"	"350"	"25706537_41_350"	"hipc_vac_gene_sig_25706537_41.txt"	"hipc_vac_gene_sig_complete_25706537_41.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25706537_41"	"2015.02.24"	"hipc_vac_gene_25706537_41"	"TBC1D7"	""	"healthy volunteers"	""	""	""	""	"neutrophil"	"CL:0000775"	"TBC1D7"	"N"	"gene expression"	"down"	"3d vs 0d"	"time of vaccination"	"3"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25706537"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"2015"	"S7 Dataset"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4338067/bin/pone.0118528.s007.xlsx' target='_blank'>pone.0118528.s007.xlsx</a>"	"Down-regulated DE RNA transcripts (down >= 1.5x) shared between both TIV-vaccinated donors"	"12"	"10"	"41"	"350"	"25706537_41_350"	"hipc_vac_gene_sig_25706537_41.txt"	"hipc_vac_gene_sig_complete_25706537_41.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25706537_41"	"2015.02.24"	"hipc_vac_gene_25706537_41"	"PDK4"	""	"healthy volunteers"	""	""	""	""	"neutrophil"	"CL:0000775"	"PDK4"	"N"	"gene expression"	"down"	"3d vs 0d"	"time of vaccination"	"3"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25706537"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"2015"	"S7 Dataset"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4338067/bin/pone.0118528.s007.xlsx' target='_blank'>pone.0118528.s007.xlsx</a>"	"Down-regulated DE RNA transcripts (down >= 1.5x) shared between both TIV-vaccinated donors"	"12"	"10"	"41"	"350"	"25706537_41_350"	"hipc_vac_gene_sig_25706537_41.txt"	"hipc_vac_gene_sig_complete_25706537_41.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25706537_41"	"2015.02.24"	"hipc_vac_gene_25706537_41"	"DNAJC25-GNG10"	""	"healthy volunteers"	""	""	""	""	"neutrophil"	"CL:0000775"	"DNAJC25-GNG10"	"N"	"gene expression"	"down"	"3d vs 0d"	"time of vaccination"	"3"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25706537"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"2015"	"S7 Dataset"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4338067/bin/pone.0118528.s007.xlsx' target='_blank'>pone.0118528.s007.xlsx</a>"	"Down-regulated DE RNA transcripts (down >= 1.5x) shared between both TIV-vaccinated donors"	"12"	"10"	"41"	"350"	"25706537_41_350"	"hipc_vac_gene_sig_25706537_41.txt"	"hipc_vac_gene_sig_complete_25706537_41.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25706537_41"	"2015.02.24"	"hipc_vac_gene_25706537_41"	"EGR2"	""	"healthy volunteers"	""	""	""	""	"neutrophil"	"CL:0000775"	"EGR2"	"N"	"gene expression"	"down"	"3d vs 0d"	"time of vaccination"	"3"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25706537"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"2015"	"S7 Dataset"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4338067/bin/pone.0118528.s007.xlsx' target='_blank'>pone.0118528.s007.xlsx</a>"	"Down-regulated DE RNA transcripts (down >= 1.5x) shared between both TIV-vaccinated donors"	"12"	"10"	"41"	"350"	"25706537_41_350"	"hipc_vac_gene_sig_25706537_41.txt"	"hipc_vac_gene_sig_complete_25706537_41.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25706537_41"	"2015.02.24"	"hipc_vac_gene_25706537_41"	"SNORA3A"	""	"healthy volunteers"	""	""	""	""	"neutrophil"	"CL:0000775"	"SNORA3A"	"N"	"gene expression"	"down"	"3d vs 0d"	"time of vaccination"	"3"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25706537"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"2015"	"S7 Dataset"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4338067/bin/pone.0118528.s007.xlsx' target='_blank'>pone.0118528.s007.xlsx</a>"	"Down-regulated DE RNA transcripts (down >= 1.5x) shared between both TIV-vaccinated donors"	"12"	"10"	"41"	"350"	"25706537_41_350"	"hipc_vac_gene_sig_25706537_41.txt"	"hipc_vac_gene_sig_complete_25706537_41.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25706537_41"	"2015.02.24"	"hipc_vac_gene_25706537_41"	"SNORA64"	""	"healthy volunteers"	""	""	""	""	"neutrophil"	"CL:0000775"	"SNORA64"	"N"	"gene expression"	"down"	"3d vs 0d"	"time of vaccination"	"3"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25706537"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"2015"	"S7 Dataset"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4338067/bin/pone.0118528.s007.xlsx' target='_blank'>pone.0118528.s007.xlsx</a>"	"Down-regulated DE RNA transcripts (down >= 1.5x) shared between both TIV-vaccinated donors"	"12"	"10"	"41"	"350"	"25706537_41_350"	"hipc_vac_gene_sig_25706537_41.txt"	"hipc_vac_gene_sig_complete_25706537_41.txt"	"1316510"	"654811"	"604436"
